geoid,Type_1.19
36059416600,MHI - Advanced Exclusion
36059416701,MHI - Stable or Early Stage of Exclusion
36059416702,MHI - Ongoing Exclusion
36059416801,MHI - Stable or Early Stage of Exclusion
36059416802,MHI - Stable or Early Stage of Exclusion
36059416900,VHI - Super Gentrification or Exclusion
36059517000,VHI - Super Gentrification or Exclusion
36059517101,MHI - Ongoing Exclusion
36059517102,MHI - Stable or Early Stage of Exclusion
36059517200,LI - Not Losing Low-Income Households
36059517301,MHI - Stable or Early Stage of Exclusion
36059517302,MHI - Stable or Early Stage of Exclusion
36059517400,MHI - Ongoing Exclusion
36059517500,MHI - Advanced Gentrification
36059517600,MHI - Advanced Gentrification
36059517701,VHI - Super Gentrification or Exclusion
36059517705,VHI - Super Gentrification or Exclusion
36059517801,VHI - Super Gentrification or Exclusion
36059517802,MHI - Ongoing Exclusion
36059517901,MHI - Stable or Early Stage of Exclusion
36059517902,MHI - Stable or Early Stage of Exclusion
36059518000,MHI - Stable or Early Stage of Exclusion
36059518100,VHI - Super Gentrification or Exclusion
36059518201,VHI - Super Gentrification or Exclusion
36059518203,VHI - Super Gentrification or Exclusion
36059518204,VHI - Super Gentrification or Exclusion
36059518300,VHI - Super Gentrification or Exclusion
36059518400,VHI - Super Gentrification or Exclusion
36059518501,VHI - Super Gentrification or Exclusion
36059518502,MHI - Stable or Early Stage of Exclusion
36059518600,VHI - Super Gentrification or Exclusion
36059518700,MHI - Advanced Gentrification
36059518800,VHI - Super Gentrification or Exclusion
36059518900,MHI - Ongoing Exclusion
36059519000,MHI - Stable or Early Stage of Exclusion
36059519100,MHI - Stable or Early Stage of Exclusion
36059519200,MHI - Ongoing Exclusion
36059519300,MHI - Stable or Early Stage of Exclusion
36059519400,MHI - Advanced Gentrification
36059519500,MHI - Stable or Early Stage of Exclusion
36059519601,MHI - Ongoing Exclusion
36059519602,VHI - Super Gentrification or Exclusion
36059519702,MHI - Stable or Early Stage of Exclusion
36059519703,VHI - Super Gentrification or Exclusion
36059519704,VHI - Super Gentrification or Exclusion
36059519801,MHI - Advanced Gentrification
36059519802,MHI - Stable or Early Stage of Exclusion
36059519900,MHI - Advanced Gentrification
36059520001,MHI - Stable or Early Stage of Exclusion
36059520002,MHI - Stable or Early Stage of Exclusion
36059520100,MHI - Stable or Early Stage of Exclusion
36059520200,MHI - Ongoing Exclusion
36059520300,MHI - Advanced Gentrification
36059520401,MHI - Stable or Early Stage of Exclusion
36059520402,MHI - Stable or Early Stage of Exclusion
36059520501,MHI - Stable or Early Stage of Exclusion
36059520502,MHI - Ongoing Exclusion
36059520600,MHI - Advanced Gentrification
36059520700,MHI - Advanced Gentrification
36059520800,MHI - Ongoing Exclusion
36059520900,MHI - Advanced Gentrification
36059521000,MHI - Stable or Early Stage of Exclusion
36059521100,MHI - Stable or Early Stage of Exclusion
36059521200,MHI - Stable or Early Stage of Exclusion
36059521301,MHI - Stable or Early Stage of Exclusion
36059521302,MHI - Stable or Early Stage of Exclusion
36059521400,VHI - Super Gentrification or Exclusion
36059521500,MHI - Advanced Gentrification
36059521601,MHI - Stable or Early Stage of Exclusion
36059521602,MHI - Stable or Early Stage of Exclusion
36059521700,MHI - Stable or Early Stage of Exclusion
36059521801,MHI - Ongoing Exclusion
36059521802,MHI - Stable or Early Stage of Exclusion
36059521902,MHI - Stable or Early Stage of Exclusion
36059522000,MHI - Stable or Early Stage of Exclusion
36059522700,MHI - Ongoing Exclusion
36059980100,MHI - Stable or Early Stage of Exclusion
36059981100,Missing Data
36059982100,MHI - Stable or Early Stage of Exclusion
36061000100,Missing Data
36061000201,LI - Ongoing Gentrification
36061000202,LI - At Risk of Gentrification
36061000500,Missing Data
36061000600,LI - Ongoing Gentrification
36061000700,MHI - Stable or Early Stage of Exclusion
36061000800,LI - Ongoing Gentrification
36061000900,VHI - Super Gentrification or Exclusion
36061001001,MHI - Ongoing Exclusion
36061001002,LI - At Risk of Gentrification
36061001200,LI - At Risk of Gentrification
36061001300,MHI - Advanced Gentrification
36061001401,MHI - Ongoing Exclusion
36061001402,LI - Ongoing Gentrification
36061001501,MHI - Stable or Early Stage of Exclusion
36061001502,VHI - Super Gentrification or Exclusion
36061001600,LI - Ongoing Displacement of Low-Income Households
36061001800,MHI - Ongoing Exclusion
36061002000,LI - Ongoing Gentrification
36061002100,VHI - Super Gentrification or Exclusion
36061002201,LI - Ongoing Gentrification
36061002202,MHI - Advanced Gentrification
36061002400,LI - At Risk of Gentrification
36061002500,LI - At Risk of Gentrification
36061002601,MHI - Stable or Early Stage of Exclusion
36061002602,MHI - Stable or Early Stage of Exclusion
36061002700,MHI - Ongoing Exclusion
36061002800,LI - At Risk of Gentrification
36061002900,LI - Ongoing Displacement of Low-Income Households
36061003001,MHI - Advanced Gentrification
36061003002,LI - Ongoing Gentrification
36061003100,VHI - Super Gentrification or Exclusion
36061003200,MHI - Ongoing Exclusion
36061003300,VHI - Super Gentrification or Exclusion
36061003400,MHI - Ongoing Exclusion
36061003601,LI - Ongoing Displacement of Low-Income Households
36061003602,MHI - Stable or Early Stage of Exclusion
36061003700,VHI - Super Gentrification or Exclusion
36061003800,MHI - Stable or Early Stage of Exclusion
36061003900,VHI - Super Gentrification or Exclusion
36061004000,MHI - Ongoing Exclusion
36061004100,MHI - Ongoing Exclusion
36061004200,VHI - Super Gentrification or Exclusion
36061004300,MHI - Advanced Exclusion
36061004400,MHI - Stable or Early Stage of Exclusion
36061004500,VHI - Super Gentrification or Exclusion
36061004700,MHI - Ongoing Exclusion
36061004800,MHI - Stable or Early Stage of Exclusion
36061004900,MHI - Ongoing Exclusion
36061005000,MHI - Ongoing Exclusion
36061005200,VHI - Super Gentrification or Exclusion
36061005400,MHI - Stable or Early Stage of Exclusion
36061005501,VHI - Super Gentrification or Exclusion
36061005502,MHI - Stable or Early Stage of Exclusion
36061005600,MHI - Stable or Early Stage of Exclusion
36061005700,MHI - Stable or Early Stage of Exclusion
36061005800,VHI - Super Gentrification or Exclusion
36061005900,MHI - Stable or Early Stage of Exclusion
36061006000,MHI - Stable or Early Stage of Exclusion
36061006100,MHI - Advanced Exclusion
36061006200,MHI - Stable or Early Stage of Exclusion
36061006300,MHI - Stable or Early Stage of Exclusion
36061006400,MHI - Advanced Exclusion
36061006500,MHI - Ongoing Exclusion
36061006600,MHI - Stable or Early Stage of Exclusion
36061006700,MHI - Advanced Exclusion
36061006800,MHI - Ongoing Exclusion
36061006900,VHI - Super Gentrification or Exclusion
36061007000,MHI - Stable or Early Stage of Exclusion
36061007100,MHI - Ongoing Exclusion
36061007200,MHI - Ongoing Exclusion
36061007300,MHI - Advanced Exclusion
36061007400,MHI - Stable or Early Stage of Exclusion
36061007500,MHI - Stable or Early Stage of Exclusion
36061007600,MHI - Stable or Early Stage of Exclusion
36061007700,MHI - Ongoing Exclusion
36061007800,MHI - Stable or Early Stage of Exclusion
36061007900,MHI - Stable or Early Stage of Exclusion
36061008000,MHI - Stable or Early Stage of Exclusion
36061008100,MHI - Ongoing Exclusion
36061008200,MHI - Stable or Early Stage of Exclusion
36061008300,MHI - Ongoing Exclusion
36061008400,MHI - Stable or Early Stage of Exclusion
36061008601,VHI - Super Gentrification or Exclusion
36061008602,Missing Data
36061008603,VHI - Super Gentrification or Exclusion
36061008700,MHI - Ongoing Exclusion
36061008800,MHI - Stable or Early Stage of Exclusion
36061008900,MHI - Ongoing Exclusion
36061009000,MHI - Stable or Early Stage of Exclusion
36061009100,MHI - Stable or Early Stage of Exclusion
36061009200,MHI - Stable or Early Stage of Exclusion
36061009300,MHI - Stable or Early Stage of Exclusion
36061009400,Missing Data
36061009500,VHI - Super Gentrification or Exclusion
36061009600,Missing Data
36061009700,LI - At Risk of Gentrification
36061009800,MHI - Ongoing Exclusion
36061009900,MHI - Stable or Early Stage of Exclusion
36061010000,MHI - Stable or Early Stage of Exclusion
36061010100,VHI - Super Gentrification or Exclusion
36061010200,Missing Data
36061010300,MHI - Stable or Early Stage of Exclusion
36061010400,MHI - Ongoing Exclusion
36061010601,MHI - Stable or Early Stage of Exclusion
36061010602,MHI - Stable or Early Stage of Exclusion
36061010800,MHI - Stable or Early Stage of Exclusion
36061010900,Missing Data
36061011000,MHI - Stable or Early Stage of Exclusion
36061011100,MHI - Stable or Early Stage of Exclusion
36061011201,MHI - Stable or Early Stage of Exclusion
36061011202,Missing Data
36061011203,MHI - Ongoing Exclusion
36061011300,Missing Data
36061011401,VHI - Super Gentrification or Exclusion
36061011402,VHI - Super Gentrification or Exclusion
36061011500,MHI - Stable or Early Stage of Exclusion
36061011600,MHI - Ongoing Exclusion
36061011700,MHI - Stable or Early Stage of Exclusion
36061011800,MHI - Ongoing Exclusion
36061011900,LI - At Risk of Gentrification
36061012000,VHI - Super Gentrification or Exclusion
36061012100,MHI - Stable or Early Stage of Exclusion
36061012200,VHI - Super Gentrification or Exclusion
36061012400,MHI - Stable or Early Stage of Exclusion
36061012500,VHI - Super Gentrification or Exclusion
36061012600,MHI - Stable or Early Stage of Exclusion
36061012700,MHI - Advanced Gentrification
36061012800,VHI - Super Gentrification or Exclusion
36061012900,MHI - Stable or Early Stage of Exclusion
36061013000,VHI - Super Gentrification or Exclusion
36061013100,MHI - Stable or Early Stage of Exclusion
36061013200,MHI - Stable or Early Stage of Exclusion
36061013300,MHI - Advanced Gentrification
36061013400,MHI - Stable or Early Stage of Exclusion
36061013500,MHI - Advanced Gentrification
36061013600,MHI - Stable or Early Stage of Exclusion
36061013700,MHI - Advanced Exclusion
36061013800,MHI - Stable or Early Stage of Exclusion
36061013900,MHI - Stable or Early Stage of Exclusion
36061014000,MHI - Stable or Early Stage of Exclusion
36061014200,VHI - Super Gentrification or Exclusion
36061014300,Missing Data
36061014401,MHI - Stable or Early Stage of Exclusion
36061014402,MHI - Stable or Early Stage of Exclusion
36061014500,VHI - Super Gentrification or Exclusion
36061014601,MHI - Ongoing Exclusion
36061014602,MHI - Stable or Early Stage of Exclusion
36061014700,VHI - Super Gentrification or Exclusion
36061014801,VHI - Super Gentrification or Exclusion
36061014802,MHI - Stable or Early Stage of Exclusion
36061014900,VHI - Super Gentrification or Exclusion
36061015001,VHI - Super Gentrification or Exclusion
36061015002,VHI - Super Gentrification or Exclusion
36061015100,LI - Ongoing Gentrification
36061015200,MHI - Stable or Early Stage of Exclusion
36061015300,VHI - Super Gentrification or Exclusion
36061015400,MHI - Stable or Early Stage of Exclusion
36061015500,MHI - Stable or Early Stage of Exclusion
36061015601,MHI - Stable or Early Stage of Exclusion
36061015602,LI - At Risk of Gentrification
36061015700,MHI - Ongoing Exclusion
36061015801,VHI - Super Gentrification or Exclusion
36061015802,MHI - Stable or Early Stage of Exclusion
36061015900,MHI - Ongoing Exclusion
36061016001,VHI - Super Gentrification or Exclusion
36061016002,MHI - Stable or Early Stage of Exclusion
36061016100,MHI - Ongoing Exclusion
36061016200,LI - Ongoing Gentrification
36061016300,MHI - Stable or Early Stage of Exclusion
36061016400,LI - At Risk of Gentrification
36061016500,MHI - Stable or Early Stage of Exclusion
36061016600,LI - At Risk of Gentrification
36061016700,MHI - Stable or Early Stage of Exclusion
36061016800,LI - At Risk of Gentrification
36061016900,MHI - Advanced Exclusion
36061017000,LI - At Risk of Gentrification
36061017100,MHI - Ongoing Exclusion
36061017200,LI - At Risk of Gentrification
36061017300,MHI - Advanced Exclusion
36061017401,LI - At Risk of Gentrification
36061017402,LI - Not Losing Low-Income Households
36061017500,MHI - Advanced Exclusion
36061017700,MHI - Ongoing Exclusion
36061017800,LI - Ongoing Gentrification
36061017900,MHI - Ongoing Exclusion
36061018000,LI - Ongoing Gentrification
36061018100,MHI - Stable or Early Stage of Exclusion
36061018200,LI - At Risk of Gentrification
36061018300,MHI - Advanced Exclusion
36061018400,LI - At Risk of Gentrification
36061018500,MHI - Stable or Early Stage of Exclusion
36061018600,LI - At Risk of Gentrification
36061018700,MHI - Advanced Exclusion
36061018800,LI - At Risk of Gentrification
36061018900,LI - At Risk of Gentrification
36061019000,MHI - Advanced Gentrification
36061019100,MHI - Stable or Early Stage of Exclusion
36061019200,LI - At Risk of Gentrification
36061019300,LI - Not Losing Low-Income Households
36061019400,LI - At Risk of Gentrification
36061019500,MHI - Advanced Exclusion
36061019600,LI - At Risk of Gentrification
36061019701,MHI - Stable or Early Stage of Exclusion
36061019702,LI - Ongoing Displacement of Low-Income Households
36061019800,MHI - Advanced Gentrification
36061019900,MHI - Ongoing Exclusion
36061020000,MHI - Stable or Early Stage of Exclusion
